price,id
11172.4,165
3355.47,166
4518.95,167
3428.25,168
11308.33,169
692.62,170
1697.16,171
4770.99,172
2116.89,173
6371.492333333334,174
1773.55,175
4164.3,176
3830.39,177
2611.49,178
3484.44,179
3465.68,180
1736.24,181
920.7,182
1644.79,183
687.88,184
4114.04,185
848.15,186
875.76,187
489.54,188
1834.6,189
2315.56,190
701.81,191
847.07,192
6418.11,193
3848.0,194
2604.71,195
633.83,196
13378.5,197
602.47,198
9112.89,199
10789.28,200
6339.63,201
691.1,202
771.35,203
6372.41,204
3766.02,205
638.34,206
3109.01,207
949.482,208
8476.0,209
2670.53,210
6626.0,211
11531.15,212
386.81,213
1228.62,214
889.8933333333334,215
2613.43,216
2770.43,217
856.5,218
1195.5,219
2234.49,220
2133.51,221
9165.93,222
978.47,223
1214.08,224
4385.65,225
3340.75,226
2144.78,227
6604.81,228
1882.38,229
5052.21,230
1415.94,231
1256.83,232
1554.29,233
995.83,234
8471.16,235
1167.8,236
1001.18,237
4342.97,238
8413.89,239
6115.59,240
952.85,241
15588.7475,242
4490.8,243
459.22,244
1095.29,245
2434.84,246
7481.23,247
10778.22,248
5645.67,249
5290.23,250
1631.38,251
2789.83,252
4888.42,253
4967.96,254
1243.06,255
646.51,256
2018.97,257
841.14,258
15001.25,259
6399.84,260
4900.17,261
1848.17,262
3837.37,263
803.31,264
2449.92,265
7503.04,266
1754.04,267
1009.08,268
8817.06,269
7629.41,270
770.8,271
4228.28,272
5129.91,273
514.07,274
951.52,275
6120.11,276
543.86,277
6598.67,278
7975.958333333334,279
1719.37,280
2699.09,281
4155.0,282
9483.69,283
9087.35,284
11169.31,285
5192.95,286
15942.55,287
1732.46,288
5802.67,289
407.22,290
8692.54,291
17942.44,292
926.28,293
7812.18,294
1727.69,295
2258.35,296
684.52,297
451.43,298
5711.32,299
2116.64,300
1184.2,301
3502.48,302
5747.21,303
5799.71,304
8717.29,305
1079.89,306
1048.15,307
1760.66,308
2211.8856666666666,309
1983.71,310
514.22,311
7556.78,312
5223.04,313
2500.16,314
10141.63,315
767.72,316
1034.66,317
949.17,318
8249.02,319
4787.01,320
525.08,321
447.77,322
497.42,323
892.84,324
5438.53,325
1684.12,326
1786.86,327
6520.79,328
744.25,329
17526.56,330
2372.67,331
906.94,332
8425.53,333
3546.86,334
1820.74,335
15137.47,336
928.78,337
911.93,338
6330.66,339
611.18,340
1574.38,341
702.05,342
4251.08,343
4357.34,344
1947.39,345
719.06,346
2528.8,347
4702.34,348
896.34,349
3319.04,350
465.08,351
3108.48,352
1974.06,353
640.18,354
1421.66,355
702.83,356
11851.59,357
1485.32,358
511.01,359
1048.22,360
7875.58,361
584.57,362
9401.79,363
3601.58,364
765.61,365
765.95,366
4988.2,367
1760.41,368
601.225,369
617.91,370
725.2,371
6063.17,372
1031.27,373
421.06,374
805.12,375
644.21,376
4292.92,377
2661.36,378
594.02,379
4745.14,380
518.08,381
711.98,382
9534.68,383
1178.7,384
851.32,385
16131.05,386
12132.1,387
894.83,388
755.91,389
2619.94,390
951.34,391
8740.67,392
593.61,393
2040.15,394
4786.15,395
865.06,396
2080.34,397
1048.12,398
2348.65,399
5075.94,400
620.88,401
2479.74,402
10197.15,403
1244.93,404
1140.72,405
543.86,406
17672.23,407
2169.51,408
5525.65,409
809.85,410
717.03,411
4561.5,412
1439.12,413
7373.07,414
903.53,415
1470.5,416
8112.33,417
370.77,418
4768.495,419
13757.32,420
4658.81,421
5022.69,422
920.17,423
1186.51,424
438.29,425
796.07,426
14286.694,427
1785.56,428
7720.53,429
4191.26,430
16930.125,431
2089.995,432
3154.14,433
600.5775,434
3264.76,435
2394.79,436
1112.17,437
7116.83,438
659.35,439
3658.78,440
1511.99,441
874.49,442
639.33,443
962.46,444
1064.23,445
2279.99,446
5567.77,447
818.38,448
2399.93,449
712.52,450
1119.75,451
6716.2825,452
6255.73,453
2764.09,454
4846.72,455
1073.13,456
12001.74,457
4073.11,458
5213.98,459
13185.12,460
527.13,461
799.19,462
595.14,463
849.78,464
4153.37,465
824.29,466
4260.96,467
4555.26,468
1298.7,469
2585.33,470
2258.29,471
2296.71,472
7586.42,473
1309.21,474
1119.18,475
16698.45,476
5302.22,477
2657.49,478
11564.19,479
893.4,480
5467.99,481
11095.32,482
15054.66,483
1216.73,484
4057.97,485
12221.96,486
3137.7,487
2526.58,488
1958.62,489
604.14,490
742.45,491
4433.92,492
8923.94,493
2330.57,494
912.58,495
2287.17,496
5429.15,497
1702.55,498
3945.36,499
10614.972,500
722.69,501
9234.85,502
1418.14,503
490.75,504
4167.74,505
619.94,506
3446.98,507
1728.21,508
1065.14,509
1534.94,510
607.66,511
1030.02,512
3899.07,513
3171.66,514
15318.57,515
4683.16,516
7099.82,517
1285.53,518
1912.39,519
5335.193333333334,520
2154.65,521
763.45,522
6416.13,523
9372.73,524
1784.19,525
1258.14,526
2316.03,527
5148.6375,528
4674.35,529
2613.97,530
3022.68,531
3060.29,532
7230.62,533
2585.64,534
16080.205833333335,535
15518.46,536
4591.67,537
1961.62,538
1960.38,539
10681.16,540
10785.57,541
718.54,542
15248.25,543
607.67,544
7726.39,545
9255.83,546
1804.41,547
888.67,548
7603.01,549
546.96,550
979.93,551
6752.4,552
1616.99,553
2671.65,554
15704.63,555
4641.6,556
9345.06,557
1416.99,558
2812.91,559
821.83,560
2430.95,561
706.5,562
4316.01,563
5811.94,564
2381.52,565
2383.91,566
2129.46,567
5505.69,568
1819.18,569
1118.04,570
4386.75,571
16802.72,572
15991.91,573
5310.01,574
629.24,575
4432.26,576
1134.21,577
568.96,578
3801.13,579
2347.52,580
882.34,581
979.17,582
493.14,583
7654.618333333333,584
1693.05,585
954.92,586
900.62,587
2644.6,588
3925.4,589
1814.35,590
503.12,591
937.88,592
615.43,593
8749.87,594
1193.16,595
14893.63,596
952.46,597
1190.97,598
3374.16,599
2425.85,600
8243.21,601
2383.59,602
9863.34,603
505.22,604
1173.01,605
886.48,606
5364.915,607
2282.28,608
702.84,609
1626.14,610
937.89,611
3660.93,612
3122.47,613
961.1,614
519.15,615
700.9,616
3242.88,617
12692.1,618
11390.4,619
857.54,620
682.04,621
850.78,622
2229.36,623
4638.8,624
15339.28,625
1105.45,626
838.33,627
1761.28,628
3990.7,629
2407.01,630
11021.61,631
1226.11,632
1160.43,633
3888.04,634
8067.71,635
4404.72,636
1059.27,637
13826.16,638
4669.61,639
6515.85,640
518.75,641
831.75,642
4816.28,643
973.84,644
786.99,645
1948.89,646
1722.98,647
4927.34,648
1810.4,649
3478.28,650
15274.04,651
1226.96,652
1790.8,653
1047.92,654
17284.45,655
2643.28,656
1177.76,657
855.11,658
991.42,659
2889.99,660
1026.62,661
4402.07,662
601.23,663
403.71,664
931.62,665
5579.54,666
3636.94,667
17646.32,668
14132.47,669
1801.77,670
15794.55,671
1292.78,672
3395.81,673
1028.52,674
6577.87,675
3844.43,676
1571.95,677
1170.33,678
1237.62,679
671.89,680
8533.19,681
1963.24,682
1291.12,683
4052.58,684
698.71,685
1452.73,686
2521.3,687
732.81,688
15675.87,689
2948.76,690
753.73,691
1008.77,692
8359.73,693
5913.92,694
12202.25,695
716.91,696
3257.23,697
538.55,698
1038.27,699
1030.24,700
2722.36,701
820.9,702
2395.61,703
4191.53,704
766.42,705
413.02,706
5325.77,707
940.17,708
702.63,709
6497.54,710
4909.8758333333335,711
698.79,712
860.88,713
540.51,714
649.49,715
1264.29,716
5603.73,717
14668.8,718
7623.6,719
12659.36,720
4328.94,721
565.77,722
2263.24,723
2833.65,724
4740.4425,725
977.95,726
669.61,727
1583.97,728
10579.87,729
12849.03,730
2058.36,731
759.28,732
4190.38,733
4809.96,734
10652.84,735
7014.58,736
1859.22,737
625.71,738
5164.91,739
2636.84,740
5969.99,741
5181.565,742
788.31,743
11000.24,744
16538.55,745
856.08,746
1006.56,747
1617.57,748
731.83,749
1248.93,750
2021.51,751
5270.68,752
3814.81,753
801.27,754
2969.78,755
9641.59,756
1871.95,757
2401.52,758
13391.78,759
6895.65,760
1308.5,761
1329.67,762
1958.73,763
4514.62,764
1940.11,765
5564.7,766
4281.44,767
871.73,768
684.6,769
5178.7,770
600.47,771
907.22,772
475.24,773
4032.4093333333335,774
4647.45,775
969.76,776
1168.5,777
6432.03,778
5909.22,779
6708.88,780
5713.54,781
629.37,782
4587.18,783
756.05,784
1935.63,785
702.63,786
4804.98,787
1770.73,788
565.515,789
4493.18,790
891.63,791
4765.4,792
497.69,793
1365.8,794
5144.3,795
2834.48,796
6662.45,797
13619.62,798
626.54,799
660.46,800
1588.06,801
765.84,802
13177.28,803
797.55,804
1454.0,805
1720.7,806
1906.39,807
631.27,808
595.71,809
667.17,810
4149.58,811
610.19,812
1821.23,813
985.57,814
6277.75,815
5334.65,816
5370.56,817
2031.42,818
568.4,819
4933.56,820
1660.7,821
4229.53,822
3468.32,823
646.88,824
1380.98,825
708.87,826
1693.72,827
5324.69,828
2944.24,829
2580.39,830
4546.67,831
506.0,832
2266.24,833
5149.65,834
10600.97,835
511.38,836
5405.11,837
1615.74,838
7610.48,839
1225.31,840
2340.71,841
571.16,842
1859.6,843
2888.99,844
9486.77,845
925.11,846
1951.6,847
15423.331833333335,848
690.09,849
1435.8,850
8264.36,851
1084.0,852
426.66,853
5394.25,854
2272.04,855
1958.65,856
1913.54,857
1310.93,858
6442.61,859
13016.74,860
1805.32,861
2262.45,862
692.65,863
765.28,864
725.23,865
2439.15,866
704.19,867
10715.69,868
2242.56,869
2421.94,870
1026.96,871
14302.35,872
2115.83,873
854.09,874
1379.26,875
1110.64,876
772.84,877
1846.34,878
9921.35,879
2516.5,880
4201.42,881
5616.59,882
725.17,883
2768.83,884
5632.74,885
854.79,886
442.96,887
597.09,888
1126.26,889
7446.73,890
704.01,891
2870.79,892
1030.91,893
4531.48,894
741.62,895
3842.64,896
964.88,897
549.7,898
3292.93,899
4158.99,900
845.4,901
5078.8,902
649.87,903
838.28,904
1022.65,905
2871.86,906
2269.82,907
4061.38,908
9119.76,909
5337.09,910
695.07,911
10176.1,912
7402.9,913
1759.15,914
9693.29,915
9907.91,916
14085.049333333334,917
8083.99,918
706.7,919
991.81,920
3348.01,921
3917.15,922
515.85,923
16355.066666666668,924
3987.95,925
5961.32,926
740.22,927
3054.66,928
847.28,929
3511.05,930
3028.77,931
791.04,932
4028.26,933
4366.47,934
1001.79,935
939.24,936
758.49,937
4132.62,938
448.71,939
6253.26,940
3697.9,941
1689.42,942
612.37,943
616.52,944
3780.33,945
879.04,946
903.75,947
9860.76,948
9274.61,949
693.97,950
474.67,951
2825.16,952
686.09,953
728.53,954
6702.22,955
4586.01,956
9067.93,957
2212.79,958
990.46,959
1710.55,960
7373.86,961
702.02,962
2398.89,963
1056.79,964
9652.98,965
3174.93,966
5709.41,967
6857.41,968
5256.16,969
10633.3,970
2806.54,971
15117.65,972
1015.98,973
4336.11,974
980.13,975
1574.79,976
5669.36,977
1743.87,978
2072.95,979
8352.26,980
452.57,981
1787.84,982
1208.3803333333333,983
3113.27,984
17616.03,985
2375.78,986
1220.75,987
1573.2079999999999,988
2248.75,989
2495.59,990
2266.44,991
2365.44,992
734.13,993
4147.75,994
1207.06,995
632.64,996
822.73,997
764.7,998
901.79,999
4662.055,1000
9558.38,1001
1186.14,1002
1659.72,1003
2895.44,1004
686.67,1005
1240.32,1006
4075.55,1007
575.49,1008
2737.92,1009
6757.99,1010
922.77,1011
449.72,1012
6864.23,1013
7771.76,1014
595.64,1015
6686.32,1016
887.422,1017
4352.49,1018
4588.26,1019
9895.62,1020
2041.9,1021
1273.71,1022
1231.43,1023
841.25,1024
17251.81,1025
919.046,1026
3505.73,1027
891.06,1028
1637.28,1029
575.02,1030
631.15,1031
5103.8275,1032
3930.73,1033
550.22,1034
1802.32,1035
686.43,1036
6580.53,1037
516.48,1038
10866.57,1039
9256.84,1040
1059.9,1041
11104.54,1042
4046.36,1043
14108.462,1044
620.19,1045
5732.7,1046
711.62,1047
721.8,1048
1469.47,1049
6124.84,1050
3968.85,1051
3744.9866666666667,1052
9208.62,1053
10675.25,1054
5038.78,1055
15796.14,1056
4987.56,1057
1708.77,1058
9479.97,1059
2012.38,1060
1786.9,1061
6218.92,1062
5122.41,1063
1102.2,1064
12504.87,1065
7322.67,1066
696.43,1067
662.01,1068
11725.32,1069
770.88,1070
7039.17,1071
1308.61,1072
1354.22,1073
5660.0,1074
1252.93,1075
459.65,1076
12332.69,1077
947.71,1078
1503.78,1079
1752.79,1080
4918.73,1081
13326.42,1082
6366.0,1083
739.94,1084
944.92,1085
13445.36,1086
3706.27,1087
819.96,1088
15682.74,1089
7700.87,1090
6780.65,1091
4242.04,1092
452.79,1093
4575.56,1094
13483.08,1095
518.99,1096
5198.42,1097
541.17,1098
2711.99,1099
932.43,1100
407.95,1101
928.21,1102
13541.49,1103
1213.49,1104
651.33,1105
818.99,1106
2286.18,1107
1691.35,1108
3077.0,1109
1744.31,1110
14371.139666666666,1111
1958.28,1112
2027.67,1113
10756.43,1114
503.33,1115
2296.84,1116
6139.51,1117
2638.08,1118
1842.71,1119
4536.39,1120
3489.12,1121
1224.73,1122
1720.34,1123
856.35,1124
742.87,1125
4887.96,1126
1008.12,1127
891.39,1128
16381.36,1129
4332.27,1130
4567.98,1131
7909.69,1132
2434.99,1133
506.73,1134
555.28,1135
531.81,1136
853.96,1137
660.06,1138
1232.0,1139
834.64,1140
866.15,1141
1427.07,1142
5208.94,1143
597.28,1144
3000.92,1145
1807.2,1146
5699.47,1147
8882.59,1148
16320.33,1149
822.25,1150
5582.22,1151
6948.94,1152
3867.15,1153
722.13,1154
9634.05,1155
2931.04,1156
2865.17,1157
641.4733333333334,1158
5752.94,1159
8765.9,1160
5189.97,1161
1159.23,1162
15851.0,1163
664.06,1164
476.27,1165
7669.94,1166
1171.97,1167
493.74,1168
1840.72,1169
918.62,1170
5988.28,1171
775.54,1172
855.94,1173
3599.095,1174
1385.805,1175
11656.07,1176
598.68,1177
1025.25,1178
3858.2,1179
1178.96,1180
3945.19,1181
3277.87,1182
721.62,1183
6082.68,1184
854.9,1185
673.1,1186
829.25,1187
670.66,1188
2175.02,1189
15562.8,1190
500.05,1191
2117.13,1192
7341.43,1193
5054.66,1194
2525.25,1195
1124.18,1196
15675.88,1197
1112.94,1198
13875.69,1199
1061.65,1200
5845.5,1201
2513.22,1202
5307.36,1203
991.86,1204
5071.65,1205
12661.29,1206
7244.37,1207
2678.11,1208
14406.776666666665,1209
11742.62,1210
4947.55,1211
787.63,1212
746.6,1213
7807.02,1214
6954.94,1215
2382.6325,1216
1504.96,1217
1339.84,1218
6640.78,1219
8100.06,1220
436.48,1221
13781.75,1222
866.86,1223
9532.53,1224
4212.53,1225
586.9,1226
3969.9,1227
951.05,1228
625.85,1229
683.41,1230
3779.89,1231
841.24,1232
2632.65,1233
3565.12,1234
3997.02,1235
2551.65,1236
3431.29,1237
9510.07,1238
9014.04,1239
1656.68,1240
446.82,1241
5242.27,1242
664.36,1243
6041.28,1244
5624.47,1245
2164.02,1246
3975.43,1247
3102.6,1248
518.52,1249
8093.27,1250
11210.96,1251
392.59,1252
782.33,1253
2263.38,1254
7509.64,1255
1688.2,1256
916.59,1257
9674.97,1258
626.56,1259
5619.4,1260
825.03,1261
966.87,1262
2847.21,1263
1288.7875,1264
1701.13,1265
1213.91,1266
8710.9,1267
570.99,1268
6347.76,1269
826.08,1270
4270.55,1271
1296.33,1272
919.75,1273
758.24,1274
1074.77,1275
3276.96,1276
3752.016666666667,1277
707.29,1278
1013.69,1279
1401.66,1280
1807.4,1281
12659.36,1282
7973.07,1283
4215.05,1284
2451.02,1285
3034.97,1286
7306.09,1287
3579.31,1288
664.4,1289
2662.95,1290
4026.58,1291
1012.71,1292
2324.8,1293
732.94,1294
6504.37,1295
1277.13,1296
2058.32,1297
1657.82,1298
4144.32,1299
7490.03,1300
516.23,1301
6887.9,1302
5570.515,1303
705.07,1304
879.49,1305
1825.24,1306
1694.27,1307
1844.49,1308
8898.01,1309
4200.84,1310
2391.19,1311
4883.5,1312
2036.87,1313
779.56,1314
3003.82,1315
3589.52,1316
619.28,1317
921.73,1318
2023.3566666666666,1319
1167.11,1320
7482.81,1321
2859.02,1322
15967.17,1323
835.2,1324
511.38,1325
924.34,1326
3905.75,1327
3158.68,1328
4527.8,1329
650.03,1330
1460.32,1331
765.04,1332
2830.24,1333
3635.39,1334
4305.21,1335
4078.96,1336
750.57,1337
3302.94,1338
691.8,1339
5497.54,1340
4786.35,1341
13988.33,1342
829.31,1343
2149.45,1344
5296.96,1345
2918.78,1346
908.64,1347
707.845,1348
749.05,1349
814.01,1350
491.12,1351
2428.83,1352
1284.37,1353
6052.15,1354
14342.58,1355
967.35,1356
999.69,1357
1295.23,1358
600.7,1359
5172.49,1360
1250.68,1361
622.94,1362
5115.49,1363
14772.72,1364
4169.96,1365
13737.06,1366
654.38,1367
4175.26,1368
528.35,1369
1202.87,1370
1005.52,1371
2246.3,1372
15749.8,1373
984.26,1374
3507.59,1375
9223.47,1376
720.4,1377
13164.77,1378
2546.8,1379
1046.01,1380
3476.86,1381
824.26,1382
6093.36,1383
2144.4466666666667,1384
882.94,1385
1079.76,1386
4991.2,1387
17146.26,1388
7269.73,1389
5800.31,1390
3533.5,1391
1655.28,1392
981.16,1393
10651.99,1394
4674.24,1395
406.23,1396
1836.45,1397
616.78,1398
2951.37,1399
12484.77,1400
16401.836,1401
6847.73,1402
6923.81,1403
7778.83,1404
599.2993333333334,1405
1013.54,1406
5207.86,1407
713.39,1408
3300.92,1409
2371.11,1410
528.79,1411
920.91,1412
673.52,1413
6447.11,1414
1953.56,1415
1564.22,1416
3223.25,1417
1056.64,1418
11427.45,1419
6977.23,1420
1314.29,1421
4698.03,1422
8431.02,1423
545.81,1424
1352.75,1425
7171.47,1426
1105.5,1427
531.72,1428
1664.24,1429
4654.74,1430
4054.5,1431
6012.51,1432
4391.47,1433
11157.57,1434
4173.04,1435
5241.04,1436
3735.66,1437
974.42,1438
932.42,1439
974.35,1440
902.32,1441
1020.14,1442
4644.5,1443
5107.31,1444
1000.9,1445
2868.76,1446
13951.28,1447
882.68,1448
1651.2,1449
833.37,1450
15343.97,1451
4859.66,1452
12719.87,1453
755.01,1454
917.48,1455
12798.71,1456
3457.62,1457
4752.55,1458
925.03,1459
1588.82,1460
2634.09,1461
1001.48,1462
1114.59,1463
9094.01,1464
2639.61,1465
8676.1,1466
1006.36,1467
2521.83,1468
1808.85,1469
3050.14,1470
792.19,1471
2989.28,1472
3572.09,1473
719.06,1474
1007.77,1475
3980.8,1476
4554.8,1477
670.68,1478
2448.2,1479
2596.47,1480
3044.65,1481
499.4,1482
3638.82,1483
4254.42,1484
1657.96,1485
11248.66,1486
1009.16,1487
2188.5,1488
1774.23,1489
1122.94,1490
1384.29,1491
2422.9,1492
645.95,1493
483.45,1494
658.83,1495
4952.88,1496
6274.36,1497
618.05,1498
1008.3,1499
14810.38,1500
4865.02,1501
16042.13,1502
5666.08,1503
520.21,1504
6238.44,1505
928.46,1506
853.96,1507
4876.7,1508
1981.98,1509
1822.71,1510
5194.92,1511
4280.23,1512
3126.25,1513
417.08,1514
14827.886666666665,1515
10443.94,1516
2372.75,1517
1336.82,1518
796.2,1519
3871.4,1520
1759.2,1521
7369.45,1522
4823.27,1523
4287.84,1524
1072.45,1525
5960.15,1526
7975.59,1527
4578.21,1528
681.17,1529
955.09,1530
1418.03,1531
16867.94,1532
539.23,1533
697.54,1534
8616.56,1535
4153.59,1536
2281.89,1537
1391.86,1538
1279.58,1539
7530.42,1540
2679.26,1541
2339.14,1542
746.97,1543
10249.07,1544
879.87,1545
7008.5,1546
590.9,1547
2852.74,1548
1197.09,1549
4887.02,1550
3389.68,1551
7585.2,1552
1140.2,1553
4290.13,1554
2120.34,1555
6938.593333333332,1556
606.38,1557
4184.81,1558
2395.75,1559
981.78,1560
3001.91,1561
16341.25,1562
3693.9,1563
4287.34,1564
1190.18,1565
4204.88,1566
13276.71,1567
5108.98,1568
4781.15,1569
1247.64,1570
2402.49,1571
4360.22,1572
16640.55,1573
4942.3,1574
2428.74,1575
895.23,1576
10260.26,1577
1648.63,1578
12111.54,1579
1016.45,1580
740.97,1581
4552.43,1582
3154.83,1583
1310.79,1584
15894.5,1585
5638.32,1586
2716.43,1587
1861.78,1588
5601.41,1589
622.43,1590
836.24,1591
5810.0,1592
10752.9,1593
2428.24,1594
8189.03,1595
3623.95,1596
3928.89,1597
1090.23,1598
668.76,1599
5838.12,1600
493.8,1601
2213.33,1602
6582.92,1603
1837.95,1604
4047.28,1605
629.94,1606
6577.78,1607
879.44,1608
8708.97,1609
1016.17,1610
442.46,1611
11505.8,1612
2387.21,1613
671.56,1614
824.9,1615
1735.12,1616
11586.32,1617
1938.63,1618
7116.35,1619
6728.16,1620
17481.93,1621
4935.32,1622
5302.33,1623
2538.09,1624
4022.72,1625
5114.49,1626
7208.33,1627
812.88,1628
9098.74,1629
1318.265,1630
7452.02,1631
10833.25,1632
6678.03,1633
797.36,1634
1041.69,1635
5298.36,1636
7200.47,1637
1857.64,1638
995.4,1639
1192.96,1640
1654.11,1641
12897.85,1642
920.47,1643
1624.34,1644
855.4366666666667,1645
2058.15,1646
2961.32,1647
829.79,1648
2630.31,1649
16391.83,1650
453.74,1651
5064.91,1652
773.92,1653
4332.4,1654
11914.58,1655
668.11,1656
5142.17,1657
636.4,1658
1843.54,1659
16167.31,1660
7129.24,1661
3348.09,1662
4148.31,1663
10524.19,1664
13119.83,1665
9128.04,1666
3609.16,1667
3913.815,1668
3755.87,1669
922.88,1670
669.71,1671
824.12,1672
1651.37,1673
1785.81,1674
633.38,1675
6969.53,1676
4256.93,1677
452.29,1678
12989.0,1679
1882.2,1680
6921.11,1681
11294.36,1682
680.55,1683
3591.32,1684
652.8,1685
1367.86,1686
1101.74,1687
3171.57,1688
12757.77,1689
780.72,1690
11058.77,1691
2587.02,1692
462.97,1693
711.17,1694
17036.035,1695
2056.14,1696
2481.44,1697
560.33,1698
1675.15,1699
1028.75,1700
531.69,1701
2298.25,1702
9497.23,1703
696.81,1704
888.02,1705
8165.25,1706
15566.4,1707
7038.27,1708
6603.39,1709
718.6,1710
725.29,1711
6615.81,1712
1155.79,1713
673.23,1714
3631.62,1715
1662.85,1716
2530.68,1717
4000.7,1718
957.46,1719
534.25,1720
7395.543333333332,1721
3804.23,1722
4844.72,1723
7948.75,1724
772.22,1725
15530.559333333336,1726
1081.5,1727
4672.78,1728
3554.4,1729
2775.92,1730
5503.85,1731
5133.97,1732
5940.97,1733
11803.77,1734
630.57,1735
2526.17,1736
8515.04,1737
13648.788999999999,1738
4543.5,1739
575.5,1740
1808.86,1741
671.09,1742
1111.55,1743
7998.34,1744
1142.61,1745
1704.37,1746
13693.69,1747
6677.69,1748
6052.53,1749
1385.57,1750
1821.42,1751
2897.8,1752
6237.85,1753
2854.47,1754
4256.22,1755
3705.99,1756
767.58,1757
2896.3,1758
2256.99,1759
6975.48,1760
6905.28,1761
450.93,1762
842.12,1763
825.67,1764
2710.87,1765
11191.26,1766
16376.58,1767
2331.88,1768
679.11,1769
842.18,1770
2563.59,1771
9222.14,1772
5028.33,1773
8725.99,1774
1116.49,1775
990.55,1776
710.32,1777
11319.46,1778
1875.34,1779
8689.1,1780
2950.65,1781
5185.11,1782
564.37,1783
7197.32,1784
14222.01,1785
1529.83,1786
2849.23,1787
6310.73,1788
1375.03,1789
4749.25,1790
1906.14,1791
1756.88,1792
1019.62,1793
466.58,1794
16816.41,1795
5319.82,1796
599.97,1797
10518.12,1798
861.03,1799
3335.45,1800
4317.15,1801
5441.59,1802
6872.5,1803
721.55,1804
931.26,1805
5530.59,1806
852.96,1807
1099.73,1808
5571.97,1809
2477.83,1810
1460.78,1811
762.47,1812
871.88,1813
4160.02,1814
1696.64,1815
2562.07,1816
566.2,1817
4455.57,1818
2993.34,1819
16915.5,1820
9297.84,1821
762.05,1822
5221.97,1823
1124.87,1824
5402.42,1825
1699.62,1826
876.72,1827
1132.12,1828
16588.104000000003,1829
8597.48,1830
1969.7,1831
512.6,1832
4497.95,1833
16005.42,1834
6319.64,1835
4789.23,1836
592.03,1837
4512.33,1838
6393.67,1839
796.57,1840
5716.36,1841
878.29,1842
4094.266666666667,1843
5487.03,1844
2743.62,1845
1412.7,1846
15289.8,1847
4673.84,1848
873.38,1849
13185.64,1850
1774.01,1851
4410.81,1852
817.24,1853
1621.04,1854
1031.55,1855
9480.28,1856
1013.8,1857
881.1495,1858
5107.34,1859
1598.41,1860
1733.31,1861
2047.83,1862
5166.85,1863
1886.2,1864
4926.26,1865
962.3040000000001,1866
4658.63,1867
4749.08,1868
1948.16,1869
1351.37,1870
3106.99,1871
2060.84,1872
615.81,1873
563.9,1874
6781.72,1875
5765.59,1876
2143.76,1877
605.37,1878
728.97,1879
6738.23,1880
4351.59,1881
13114.81,1882
4740.72,1883
5293.13,1884
1326.51,1885
3757.81,1886
4593.38,1887
2291.59,1888
2629.42,1889
1091.42,1890
1976.19,1891
1824.23,1892
7384.23,1893
4794.04,1894
7101.21,1895
9575.19,1896
1698.94,1897
10355.93,1898
683.69,1899
5306.8,1900
1425.74,1901
1313.76,1902
4732.02,1903
4772.88,1904
5114.49,1905
651.44,1906
6419.47,1907
605.73,1908
10452.79,1909
5446.47,1910
11493.722,1911
7229.61,1912
2835.5,1913
1438.7,1914
1661.25,1915
551.13,1916
4419.71,1917
12698.23,1918
7670.25,1919
4635.0,1920
